,0,1
179,-79.1497115503196,-176.4452376558675
180,-78.08697292104767,-176.0218870117721
181,-77.13254127808035,-176.80902750860471
182,-75.61725555241982,-176.79060320387725
183,-74.54606556469939,-177.88744863395522
184,-73.846625854276,-176.8080563859446
185,-73.27557668557807,-175.35002185826116
186,-72.8907188785235,-175.0327081256304
187,-71.85245744273283,-175.07053353346623
188,-71.46568775509314,-175.0937112796186
189,-70.31660983872885,-175.96702336833093
190,-69.56415600429223,-174.5455563053938
191,-68.94244283652553,-175.2288708696413
192,-68.0596013695861,-173.69876600998145
193,-67.70432895724124,-172.94414300315674
194,-67.11503613603452,-172.5223385181745
195,-65.4665347721128,-172.18002320463773
196,-64.3945582810145,-171.55575487409686
197,-63.31297682808375,-172.1487038159548
198,-63.51120128577463,-170.05440906454118
199,-62.838617967398875,-169.32645150310324
200,-61.98539191770722,-166.74806015144065
201,-61.24880861642799,-166.0171067048798
202,-60.23983082387295,-164.39698235420872
203,-59.16974622715829,-164.84366995489822
204,-58.502882905024286,-162.89451503409964
205,-57.66942738365274,-162.01147399942894
206,-56.81322124371558,-159.74353174302908
207,-56.056924210954,-157.69061633763874
208,-55.4861218798578,-156.31096104276128
209,-54.145177050117155,-154.15695672803494
210,-52.85303046415375,-153.99584465349935
211,-51.77105025001152,-152.35054577596412
212,-51.201133835262866,-151.31553761757024
213,-50.87565072241571,-150.73428971951026
214,-50.32070658109656,-149.55198949469988
215,-49.398652227429395,-148.9019347419951
216,-48.25383221694447,-147.29071134805966
217,-47.8067329322343,-146.59056625323635
218,-46.231292749795585,-145.512912727108
219,-45.15309633472153,-144.89872740372823
220,-43.83662847239171,-145.20890677676525
221,-43.950088815988295,-144.15590400682103
222,-42.132668039468896,-143.26920005133871
223,-41.983749763054135,-142.0677373794568
224,-42.248557602614504,-141.68554774332648
225,-42.091824520130764,-141.29782739986763
226,-41.73028155260386,-140.6211241591688
227,-39.36339328341525,-139.40267425520355
228,-38.425427616859125,-138.59008066479402
229,-37.7823284593368,-137.55409748115625
230,-37.93423505077358,-136.6965185503382
231,-36.84052681372547,-135.8644032203332
232,-35.63047468148098,-134.46668167292958
233,-34.93568044913969,-133.55545187285728
234,-33.77357040670628,-133.36147928859071
235,-33.4683492978023,-133.02257321761235
236,-30.892023751139472,-132.94254273905406
237,-31.192689972508333,-131.9350419480159
238,-30.938444994307684,-131.39362579756036
239,-30.95356426910127,-130.7749843252011
240,-31.325024599400955,-130.46863641342597
241,-31.08105500387309,-130.47517336627863
242,-30.034516878242997,-129.86104831741343
243,-30.85108493206178,-129.11580911585753
244,-28.578370543259147,-128.95906952425713
245,-27.90699923545493,-128.33767486480306
246,-28.064014824035915,-127.65271288142553
247,-28.113252415480183,-127.33445784120288
248,-27.39190985633976,-126.78317627435817
249,-27.233601673958248,-126.92286562428552
250,-27.200790723967366,-126.68069977985299
251,-26.67075743588478,-126.35211004222343
252,-26.352038641616158,-126.18625148427299
253,-25.647463043074385,-126.08441024365096
254,-26.02078294749232,-125.78308682292055
255,-26.172854565469763,-125.8478225350882
256,-26.140297426580265,-125.32123286875236
257,-25.7321153785639,-125.07518493507621
258,-26.25163826688894,-125.3726012865272
259,-26.722090095931712,-125.19745220447774
260,-26.671364725134367,-124.38057599054528
261,-26.22882787095071,-124.19258090664127
262,-25.17751967964632,-124.25100071233366
263,-24.609008100632614,-122.6333793812566
264,-24.277503584182472,-122.23169865084922
265,-23.610371840267465,-121.79607209374062
266,-23.59260088717485,-121.4027923396282
267,-23.426050219740613,-121.22806751361472
268,-23.475457231875353,-120.86040318931254
269,-23.09427472662072,-120.92150322939987
270,-22.78798806979401,-120.48354225780739
271,-22.2781438137076,-119.76989318294495
272,-22.725607672213737,-120.19891682940266
273,-23.193889793315563,-120.95292207872463
274,-23.50239183542495,-120.46944943992041
275,-23.97354260107144,-120.73748716818082
276,-24.923079797159893,-119.4471510848446
277,-25.37044488374331,-120.99506030149347
278,-25.13743156441149,-120.89913052159343
279,-24.80578905696703,-120.85666598048296
280,-25.102090126024223,-119.78261695951383
281,-24.791710742647716,-118.91991886671543
282,-25.5047004141233,-117.7758050977848
283,-25.697130060605744,-116.86226664739637
284,-25.868674059631942,-116.71807537078361
285,-25.501253909708307,-117.18762170334853
286,-22.61990832731099,-117.04767943075618
287,-22.741475926052804,-115.9656347828136
288,-22.652036936906146,-115.30773730207582
289,-23.01873381160166,-113.89392417371249
290,-23.22133612138129,-114.11324216216
291,-22.586564785539153,-113.29043034675016
292,-22.509278715233364,-112.59341210123596
293,-22.57635705557801,-113.11865473526017
294,-22.432022811934925,-113.22602759094248
295,-23.1539702701868,-113.22393833563588
296,-22.93757663562175,-109.49202630199851
297,-22.941747314826085,-108.4362771327859
298,-22.714924214837325,-108.87509676912616
299,-22.35481009494907,-108.99077039741498
300,-22.205769188423673,-110.36041930275047
301,-22.50861749482208,-110.99797588702246
302,-22.210878826489253,-110.34946698057183
303,-22.36362968180049,-110.11593510282877
304,-21.66501219552567,-110.6902648093436
305,-20.78277537020788,-111.00050519459964
306,-21.094169820100127,-112.41257392897452
307,-20.680106805993844,-112.16463942860372
308,-20.40930777745743,-112.51674542882667
309,-20.075227936788608,-114.09446067049684
310,-19.0109299204825,-114.2368645820227
311,-19.84075659834359,-115.55562029072405
312,-20.482212153298143,-115.87581002201621
313,-20.310848801986705,-115.61332390873694
314,-20.898439162110275,-116.87599633847763
315,-20.723382976999897,-117.66468518921094
316,-20.35629030748364,-120.12754954690446
317,-19.96307654957239,-121.00529667806774
318,-21.029288322349704,-122.08546871058908
319,-20.787384061056112,-121.71631441497179
320,-21.55743378992617,-121.70684140332506
321,-22.257624543517117,-122.01318071547435
322,-25.156358090295935,-122.86724176304635
323,-25.709928916946925,-123.78984348187798
324,-26.190624793778426,-122.54518851488716
325,-26.81538093711777,-122.96195315891173
326,-27.165666248723497,-122.12245968463625
327,-29.340515026121114,-122.92428895162344
328,-30.32743751024239,-123.67911724710115
329,-31.251866712335694,-123.60948981761472
330,-32.25913601769051,-125.55738424151967
331,-32.590454038817704,-126.7179505191132
332,-30.728882040884674,-127.56210042462759
333,-31.30267526029184,-128.53077129524692
334,-31.452676941698563,-128.55030123263137
335,-32.09324513166262,-128.32738445411744
336,-34.867786112410506,-128.61299211286018
337,-35.50800115379301,-129.5064765997783
338,-36.09687946017148,-129.95794762163484
339,-37.097986191174066,-130.19767454511975
340,-37.45571573987907,-130.79290327815218
341,-38.15028674630965,-131.62043578595166
342,-36.23279260432972,-132.42542993882384
343,-34.81452242380043,-132.801121897694
344,-37.17444949133704,-132.74181333432506
345,-37.78447101214809,-133.00718618213162
346,-37.47853793921697,-133.61155922961171
347,-38.09102959166679,-134.08029853879066
348,-37.91461356112282,-134.28072262628626
349,-38.09439159360033,-134.55121708956622
350,-38.03055639650965,-134.21665949687898
351,-37.91998057441395,-134.15691209654068
352,-37.92238570019602,-133.82416135131106
353,-37.918486384741165,-133.83051175644678
354,-37.34136224843954,-134.2573774033103
355,-36.50311709229227,-134.42934032862016
356,-35.70178052694408,-134.9914414032463
357,-35.701660660638225,-135.13707965745667
358,-35.23820458188169,-135.07145439575672
359,-32.42127470031326,-134.77243559120242
360,-30.52795142764536,-135.5178526370283
361,-28.043938467695273,-133.72604833609262
362,-25.835054031283125,-133.49437754883948
363,-24.807934973454934,-135.34223401028734
364,-22.636327437503475,-136.39642619909927
365,-20.055957511720255,-135.31386442802258
366,-16.986251495977125,-133.95801703425835
367,-16.275152861437444,-133.37675982326084
368,-15.034250383856797,-133.38987836613103
369,-13.831277188280328,-132.90498584632107
370,-10.871767190526318,-133.41990753585193
371,-11.037406226626983,-133.5615900477793
372,-10.798627875904772,-133.1508459694609
373,-9.80745576400646,-131.74224095711335
374,-9.467773665202742,-131.17286472308908
375,-8.808183306930673,-132.5816657147484
376,-8.19460572854968,-133.37174240934417
377,-5.452768272853968,-131.90657536655547
378,-5.6064058406297645,-132.9308023514074
379,-5.92038001573309,-133.98310548354578
380,-5.6927594379267035,-133.51645836358904
381,-6.269517996330106,-133.88921364295257
382,-5.826420230694023,-134.12798861693875
383,-6.007682929832493,-134.13871972448214
384,-5.790312480599498,-133.3381999122967
385,-5.3826232551113655,-131.8299513389753
386,-8.384296783789601,-131.6199199104
387,-8.382161557292529,-130.5669795168204
388,-9.23541500489601,-128.92311194290133
389,-9.508664489737095,-127.59412702139655
390,-8.809387748414961,-126.62743737130587
391,-6.779188160162886,-124.70253725218423
392,-7.021694400260294,-124.133087632884
393,-3.7951418152921135,-123.98766859891539
394,-3.2601246721581556,-122.02598454727656
395,-2.067096419766829,-120.41558541853982
396,-1.4448284568929295,-121.92639238952187
397,-0.4052983062433348,-120.37984174932966
398,2.157479442555074,-119.87434779246364
399,4.843986751252551,-118.6576344699888
400,4.760660694600154,-117.25301472813422
401,8.094832282769266,-116.06559934425005
402,10.829952553198739,-115.49559949684631
403,12.392349516423215,-114.57390123634843
404,13.608882273546255,-113.72478713618493
405,15.797436209024301,-111.9488811602686
406,19.16979206813584,-110.67038357213232
407,18.78241112918855,-111.4065590020884
408,18.937687696198044,-111.18120762079441
409,19.01655047596455,-109.66585812581066
410,17.783639223449864,-109.35430438354817
411,19.411067368954026,-108.58324495546452
412,20.41016550273549,-108.02907400257135
413,20.68080024567634,-108.13910647574019
414,21.98383648418916,-107.13596130690497
415,22.38417456819587,-106.18309737812596
416,22.404713012378416,-103.76562357716128
417,23.084421876856585,-102.94404370800393
418,25.76940431492939,-102.57172440579116
419,28.229911619531755,-102.51615107787566
420,30.878323890089586,-101.46739866518084
421,34.15406024001377,-100.33061579873365
422,38.169559407720214,-99.16185988501007
423,40.67346585033672,-97.70242268546163
424,43.66106717600538,-98.00655191455196
425,46.816365069144965,-96.8463417746825
426,50.41488508043207,-97.08571714643462
427,53.77395827506962,-95.590521409796
428,57.39184116083007,-95.84538654832089
429,60.849236016621404,-96.96568493651068
430,64.46114557238573,-96.87284974711508
431,67.20197980000877,-95.31021708355075
432,67.73897143243418,-94.14907981802298
433,68.90224496010954,-95.20119866070581
434,68.87171136193811,-94.21423753605274
435,70.50006172787232,-93.52251474448332
436,74.43145826702212,-91.99380599353324
437,78.24030488243199,-90.9262538140138
438,81.55787454438733,-90.17082860711952
439,85.21740293777158,-88.97605174872095
440,88.70110760275969,-87.59717670772656
441,92.39909552379626,-86.04450462007117
442,92.41270241922686,-84.64004529946065
443,94.27870849240682,-83.43635103316242
444,97.09737108247951,-82.26643129222211
445,100.46575400213129,-81.91650193901684
446,103.63776656988368,-80.31782456599933
447,107.0851607233483,-78.92469923521604
448,109.83226430931064,-77.8981018331179
449,111.73738544613235,-77.07305651968055
450,114.39279926042667,-76.1282824891156
451,116.48371880956894,-75.53865453092021
452,119.33667611357043,-76.04521387362425
453,122.05664606244696,-75.39296719434925
454,124.22277383627753,-74.69105641501217
455,126.62978195939617,-73.81755740295311
456,128.53087930355676,-72.72636030938291
457,130.83666777399864,-71.72741781544963
458,134.28901778889872,-70.71607851279673
459,135.22614956758892,-69.49566917831386
460,136.1850068694967,-68.54484514248865
461,135.73504998231903,-69.16072871898432
462,134.18554552720275,-68.15200993132493
463,135.44356834169128,-65.48777421688823
464,136.26505086931257,-64.07398003990939
465,136.4294996776515,-64.10911592816336
466,136.72519273573394,-64.36036191220035
467,138.64267733207086,-63.84630027613916
468,138.05436868515298,-62.91769586151118
469,139.75519224158708,-61.836741326080876
470,139.44389914807022,-60.801526669736624
471,142.07777607163064,-60.25435071516586
472,144.60405498046538,-59.44974798444263
473,146.79166430701926,-59.85761151966582
474,149.66375783471454,-59.669293608532726
475,152.2760696003459,-57.54820046076386
476,155.10370286545955,-56.594629270758944
477,155.65342532476356,-55.64446659525865
478,158.41069343953436,-53.80400899141702
479,161.4734049651522,-51.51451495142228
480,161.50026756781304,-51.69167086463829
481,162.48318596328428,-50.57589163262433
482,164.94462874982335,-50.122185027010254
483,167.94913079625687,-49.08212458842682
484,170.69691683123227,-48.89778690875284
485,173.51215979663118,-49.76929828587268
486,176.8945156768616,-49.92966141075379
487,179.5961882222361,-49.92877577978861
488,182.26703295016688,-50.61993495006135
489,185.26006338328128,-51.21790445308807
490,188.20478776128303,-51.93654507840034
491,188.65949323463815,-52.850290761281094
492,190.96275370347888,-53.545535176552214
493,191.08530429233892,-52.87877295768768
494,193.15799723366024,-53.71423199057794
495,195.45300254231336,-53.88247527888515
496,195.93876265628793,-54.278058861765395
497,198.10957597400804,-54.911360480297546
498,198.29417860545342,-55.11874261327285
499,196.0707215150256,-55.40536116269264
500,198.7543516580936,-55.916193706526684
501,198.73712893641826,-56.778169949610444
502,197.94921143739055,-57.566033787910555
503,199.2504153384065,-59.06552331671427
504,200.8419730884596,-59.16292003379177
505,200.99572998667853,-60.13322375694027
506,201.34703036487562,-60.50906771875492
507,204.31338922544958,-60.807235548488464
508,207.23210005996415,-60.70327417236124
509,210.14846530942114,-61.01693623447337
510,212.41562500458298,-61.044992464642775
511,214.77890780636733,-60.88908151018122
512,217.8642994216344,-60.928198334772816
513,220.76986750168203,-61.16646669360203
514,222.82644910828728,-61.237735523648965
515,222.53617803403097,-61.560741079026705
516,224.48318494612263,-61.72091788438362
517,226.44742629685402,-62.253389754472686
518,227.31789134581183,-61.85084701361972
519,223.25148203905354,-61.90331059402536
520,223.5830494060985,-62.82956507052914
521,224.1702981161668,-63.4704966153762
522,223.87717492306712,-63.55916794641739
523,224.18684301028696,-64.36695088121976
524,224.95900290477144,-64.85015873841414
525,225.43204957064322,-64.72101345282108
526,225.16373459959357,-65.3669644557109
527,225.6446298978622,-66.02191226618936
528,225.41400845429354,-65.44563834359992
529,225.7756150237406,-63.86629420260438
530,225.83206654083526,-61.66762535793158
531,226.6203969504889,-62.068839481864146
532,227.19320147633078,-62.27344996216115
533,229.94591588979335,-60.3063271322399
534,232.3471978629753,-60.51602636624595
535,231.76762086558176,-61.17382937206301
536,231.31058891942018,-62.159594871027394
537,231.36666413215542,-62.812339350900054
538,231.5307262000638,-63.154012922087205
539,231.16188241790357,-65.28696923897697
540,231.10527756853946,-66.92162143583626
541,230.7591855929056,-68.17099282249347
542,231.2537246163872,-69.18236233870235
543,231.7726422941485,-69.97776177964913
544,232.30945742842124,-70.58854520303085
545,232.38618827334685,-70.3711301909085
546,232.2248894564392,-71.43410992592334
547,232.2615502058357,-72.20534575847535
548,229.2624992939337,-73.07251527851986
549,229.9077416431766,-73.34687750986792
550,230.27934470709238,-73.76264178962974
551,227.83622589721034,-74.10242344023798
552,227.763859700745,-74.5010478929678
553,227.29313990504232,-74.4600719363124
554,223.1212251845335,-75.838788639986
555,223.34799155609977,-75.96640121483121
556,221.5032714219361,-76.39846579111253
557,220.02044015101762,-76.72473072318753
558,219.73167060665034,-77.08817013582352
559,219.42034576975237,-77.95962752518825
560,217.02467768052523,-78.50301981911029
561,217.82794117352935,-78.54112331292941
562,219.98711461161136,-80.28558864912158
563,219.81500414219042,-81.26225521146485
564,219.90737980612573,-81.9237890566157
565,219.64574125158623,-82.81585809498398
566,219.57520387253408,-83.09511587112644
567,219.86335224990012,-83.59915599970248
568,221.84689661083732,-84.91836536718307
569,221.67421630906188,-85.95600808409154
570,219.16937609779316,-86.49317235230203
571,218.8211990021915,-86.83139260921239
572,216.06157116566078,-86.79634502850631
573,216.10298100397532,-87.03618305806555
574,215.84884978302804,-87.6364074064898
575,215.47789001973496,-87.89641015219138
576,214.67772912997833,-88.44292154210474
577,213.33490740399574,-89.17335222330922
578,212.9938385377126,-89.70467040560887
579,212.7831628685447,-90.20144730934153
580,215.41592234581978,-90.63350707460144
581,217.81308989894555,-91.45605557963785
582,217.8553170783059,-91.57371677094606
583,217.60252356105252,-91.86455275079086
584,217.99291169321387,-92.28814245466802
585,214.94776531594934,-92.72460734586849
586,214.54285456250713,-93.53557717929165
587,214.56115158483178,-93.6888874051989
588,215.517485659332,-94.16217813897954
589,215.8997595974076,-94.14733949049561
590,215.5638333233549,-93.81239786711942
591,215.80677223401298,-94.09645076237322
592,213.06138738961002,-94.09209397133326
593,212.89564179983728,-94.52276559895483
594,212.5728723296613,-93.87125100018415
595,211.84030225801018,-93.99253294206991
596,211.14657044434907,-94.05953638113007
597,209.6318395271095,-91.73494484434642
598,209.27713863084023,-92.24883215072606
599,210.43087208787398,-92.45720508187304
600,210.52702559421402,-92.50566224005406
601,209.05820094172125,-92.09380907768082
602,209.42713830782864,-92.34004940248697
603,206.83502460211423,-91.25185825980849
604,203.78888098513988,-91.92756019856272
605,203.41797558901152,-91.85342320762408
606,202.88792400306227,-91.87550502908186
607,201.98916520789354,-91.88217187294396
608,201.21526550204638,-92.16938153759463
609,200.72995841850258,-91.75623945847786
610,200.70547264718664,-91.6412876514696
611,199.9993070170636,-92.17105235647048
612,198.486292087303,-92.20957663984329
613,194.97659278951906,-92.1780062284898
614,194.64278942495886,-92.26810603910099
615,197.20951401577335,-92.24698748168399
616,197.95450778812506,-92.93810315413776
617,197.7378598005449,-92.46786788477793
618,197.50243918645916,-92.2440648611192
619,201.18542872787785,-93.26954528511313
620,200.95055113696907,-92.52002723124255
621,201.02650193690792,-92.04754574109755
622,198.4072149947024,-91.81630831029082
623,198.72216589956108,-91.64028703135095
624,197.75422284955258,-91.32591025210077
625,197.84060644682523,-91.50373858740191
626,195.9598863644765,-91.79758919205027
627,195.9286107857092,-91.26661375256258
628,194.10080664519225,-90.44507885276516
629,193.89539130472886,-90.45558393991914
630,193.41016435097424,-91.01290832513189
631,193.15984567141834,-91.3829524421657
632,190.7723176357072,-92.78401919365776
633,190.26652074319992,-90.85263753548116
634,191.16863922489145,-91.16016628851492
635,193.70339074798395,-90.68282149755248
636,193.80421982597042,-90.98426761843912
637,191.46802481281634,-90.49432010842284
638,191.09674569482652,-91.41786251062405
639,191.44463161855202,-90.65210231695319
640,190.84168615070558,-88.72845248215022
641,187.95264834055484,-87.4953600947926
642,187.98024960979427,-87.14945216865023
643,187.34574441154004,-84.11661934891399
644,186.7631067136375,-84.30164411824494
645,186.7032619919812,-84.47566939308781
646,186.5871832740232,-84.07114354557612
647,186.35818844843973,-82.50655107402872
648,189.3376837936135,-81.70705991363377
649,189.5369737272887,-81.34660811603572
650,189.28395822042827,-81.2135987299545
651,191.57371053602935,-81.81478306320795
652,190.44553244513514,-80.87970136313534
653,190.17368150244766,-78.81594033163238
654,193.95941464871402,-75.62687587672237
655,193.67395549790658,-75.36661689026374
656,195.4335418477383,-75.59182997868994
657,197.34030389214672,-73.51733073432754
658,194.60730399166312,-73.34929692474107
659,194.50566616494285,-73.38130432409017
660,197.02714803556393,-72.70613468243172
661,197.57127028628426,-72.62236555834724
662,197.01487638018733,-70.8375973371397
663,197.1145154645006,-70.53514613822414
664,197.116285688865,-68.58042573576289
665,197.0299089612971,-65.81790268525961
666,196.9384066999295,-65.52620371743654
667,196.70082015500876,-66.15234544301681
668,196.67342809749962,-65.30757912237095
669,196.78452748649406,-65.44299506195844
670,199.44350935754517,-65.02873843384725
671,199.8706586535639,-63.05359901159597
672,202.49211769039695,-60.96069005237415
673,201.9788931124193,-58.12438849343525
674,201.41491625212714,-58.09214084140727
675,200.7965145887457,-57.93234153379233
676,201.6024269254853,-55.46049774918325
677,202.82463837545205,-53.27010483019561
678,203.32321239669992,-52.88852423169032
679,203.7645180418979,-49.54786283140522
680,203.30370798318248,-48.65644697799429
681,203.32569974015362,-47.94380719451702
682,203.28488619310562,-45.25188871070609
683,203.9426052429678,-44.602127851622306
684,203.31027709310703,-42.457148840408244
685,205.43309355548186,-41.93520476082995
686,205.4351742091887,-40.49814655499481
687,205.6643813537268,-40.51489226182678
688,205.39247583770492,-39.727591777565394
689,205.11813127249272,-40.05399884248027
690,205.2849557229238,-37.860456329014816
691,204.46764519991305,-35.93190009089678
692,207.99219809751187,-35.77462831966488
693,207.4381087679067,-34.39650013235077
694,206.07311117035096,-32.738416960307575
695,206.9088666983839,-31.671747745155084
696,208.88968145802102,-30.23902947038149
697,209.79357235221516,-31.44994597638608
698,209.2443278666384,-30.04895078132814
699,210.55627460448622,-28.970440501381066
700,210.8106823258061,-27.675756712494117
701,211.23096834537816,-26.770522123757
702,210.90101381030337,-23.83246769560487
703,212.3596065241237,-22.46929004381757
704,215.27892440313855,-21.714904908021996
705,215.33812209920856,-20.3707345768671
706,215.9932490615884,-18.957229067845372
707,216.46249628631062,-17.73468334030446
708,216.72609088408004,-16.307950333559337
709,216.57333117905068,-15.750994797842893
710,216.95631094353865,-15.458662437690238
711,217.0557905708344,-13.402695440876151
712,218.3561712032525,-12.352746340972692
713,221.73632737142677,-11.705573935886038
714,221.5062631025281,-10.566763883921217
