,0,1,2,3,4
0,-206.90607994297116,-281.49243147184086,-182.86057492718268,-136.35144279878114,-185.69003311490354
1,-174.84439521125026,-277.2949186565941,-215.20570288136628,-198.98976815900232,-166.67783548783186
2,-259.80789910999346,-267.2701486542665,-236.14964216472512,-237.67543965968613,-189.4608597380711
3,-268.2072330397043,-242.10458309465741,-260.8791770911105,-228.5185269941148,-148.7528352895303
4,-257.8009079682406,-302.72489523271776,-188.96811718993592,-233.38120410005462,-131.01333543734665
5,-304.74167545676954,-248.38306100082167,-130.4921862868637,-174.5167839979148,-148.70333597509094
6,-268.5238004921278,-227.68475608419527,-156.14245798593203,-139.9947587464598,-196.30257952463523
7,-247.7201110742406,-193.822966408962,-139.35937212096098,-138.80570908073284,-173.5018795980713
8,-176.16183763658987,-123.49342596064673,-201.25241563485122,-197.02336102468945,-238.28633345158656
9,-117.27304863940475,-62.8891334883815,-218.72185925727229,-198.58658844224215,-195.37938915371183
10,-101.4778195470822,-68.6772722223514,-253.69759005019375,-283.62133821343406,-122.07869304279569
11,-118.42135601178964,-73.30606805835092,-252.3348783273813,-357.711549044216,-149.8686031641838
12,-191.2372354991751,-82.00117646918524,-177.32098699281823,-306.0960207959553,-99.42666500531985
13,-274.94714202714164,-169.6523306506651,-187.93596551474778,-371.55148578333706,-154.1905088288124
14,-260.48246290455364,-269.39975494527187,-125.58928564576784,-309.51649519830016,-200.93505603917657
15,-248.80020713981435,-274.2263417620278,-139.91313407227537,-280.6270793226629,-207.1468731978938
16,-171.43364528760623,-288.555925978001,-136.5016135896911,-256.73692563430296,-270.0400700055853
17,-75.4269766092218,-254.14569158034985,-152.5649015975944,-161.06567858073484,-250.76902687242426
18,-125.3427528998576,-188.41969600399986,-139.44386478436388,-210.63254275127542,-253.82901595894683
19,-156.44169808859215,-151.75206874480327,-118.72192577389677,-197.96213983684464,-309.7634734099832
20,-176.72517869540846,-126.30931919006231,-196.0240843437281,-256.80622931336325,-334.84276957930064
21,-219.93018474708396,-74.37595785902822,-175.2356780298455,-309.6224824498744,-341.4845565113276
22,-171.73600970640783,-79.7585714905072,-261.0660045484725,-302.7723646589868,-349.68489423887263
23,-205.96628282306435,-114.02711776656174,-307.9170964967804,-305.4340690709274,-310.08822240215255
24,-227.26747167317774,-169.93577772526862,-303.9054546351307,-284.7321601706976,-294.7110917031804
