,0,1
0,-232.8430920101954,-148.64338148152171
1,-230.92930594555452,-141.5735339889613
2,-229.13878883383296,-139.50087446752653
3,-229.9450133732791,-133.6433157085138
4,-230.54423510457153,-132.71429097477224
5,-227.61446157134742,-125.3277408545369
6,-227.741835104872,-118.78535509173928
7,-227.26776393811872,-110.34409480537505
8,-223.6992058715681,-103.96991981602041
9,-219.68975335277577,-95.67758112047972
10,-218.901120689877,-88.52050515636166
11,-215.4841416061091,-87.4804210078459
12,-212.9136130308506,-86.4476372148436
13,-209.29162024921817,-83.93272234472393
14,-204.48174766758464,-82.49624796091503
15,-202.22428103915968,-82.15227818004283
16,-202.57164933111443,-80.2017785351077
17,-201.83471024805317,-79.47137254729027
18,-201.99962317656832,-75.4507307609398
19,-200.2763989010546,-75.26970122647742
20,-197.82271358814447,-73.47077407015689
21,-196.89750755885697,-72.64863536497352
22,-195.87738867145785,-71.53595543904026
23,-194.81217481883903,-67.15238416805458
24,-193.40276744630302,-64.64860600717289
25,-193.99402925887279,-63.08558085210172
26,-194.1886271168573,-61.83119379418386
27,-193.87859853818173,-61.21555168996431
28,-193.57800842353726,-59.4194428889514
29,-192.95613407491444,-54.960291906584516
30,-192.5862759478154,-51.618359238898876
31,-192.57800927934022,-50.54690504076544
32,-192.43311763060436,-46.17914033086831
33,-192.20955902723136,-42.13427524502181
34,-193.07487164086137,-38.01238080738168
35,-192.01974780338804,-36.83608287476408
36,-191.49516077732315,-32.64738250538169
37,-190.40987382114005,-31.40445671422632
38,-191.395598054619,-26.995323075476144
39,-176.58285105910647,-25.61464856651251
40,-165.2726516496914,-23.321228836747053
41,-164.12478165965152,-19.783079322855045
42,-165.19238283992178,-19.25686340318906
43,-164.43444953381592,-18.017337204141157
44,-163.512027441088,-12.510315032570379
45,-162.14641989762234,-12.00437802241923
46,-161.16072241286335,-10.912409798821006
47,-160.5089789591155,-9.470122214149022
48,-160.71161855555258,-8.118120661428325
49,-160.43504431909412,-6.425426289061792
50,-160.42229354813352,-2.660532894016594
