,0
0,-185.69115353612085
1,-166.67867566888037
2,-189.46164623546255
3,-148.75252000404873
4,-131.01353005885625
5,-148.7038411261592
6,-196.30367391122553
7,-173.50309345903705
8,-238.28731522905994
